ln_a,a,Q,H_over_Hd,Q_prime,H_prime_over_Hd,D_over_Hd2,Xi_over_Hd2,Bq_over_Hd,Sigma_A,friedmann_scaled_residual,current_scaled_residual
-27.579679249941133,1.0526827081889302e-12,3.5116394360126457,1.3231962245104642e+22,-0.37500000000000033,-2.6463924456070807e+22,6.858000615003918e+36,6.858000615003918e+36,0.0,0.0625,-1.794309713143438e-16,-8.607403870265881e-16
-27.51077729801074,1.1277717890300387e-12,3.4858012040387494,1.1528605496437054e+22,-0.3750000000000003,-2.3057210961269046e+22,5.577329557561226e+36,5.577329557561226e+36,0.0,0.0625,2.2368210772193604e-16,-8.46707449171171e-16
-27.441875346080348,1.2082170612645282e-12,3.4599629720648513,1.004452266655866e+22,-0.37500000000000033,-2.008904530385967e+22,4.5358125115344396e+36,4.5358125115344396e+36,0.0,0.0625,-2.0538396072268536e-16,-7.8084683904936555e-16
-27.37297339414996,1.294400588248626e-12,3.434124740090955,8.751486520327183e+21,-0.37500000000000033,-1.7502973013571639e+22,3.6887895770657627e+36,3.6887895770657627e+36,0.0,0.0625,2.445343299289485e-16,-8.001212837250726e-16
-27.304071442219566,1.3867316863617484e-12,3.4082865081170586,7.624903527914124e+21,-0.3750000000000004,-1.5249807030760526e+22,2.9999406962405024e+36,2.9999406962405024e+36,0.0,0.0625,3.4198187405019236e-17,-9.838457991827276e-16
-27.235169490289174,1.4856488689962861e-12,3.3824482761431622,6.643346096203557e+21,-0.3750000000000004,-1.328669216920614e+22,2.439728261246794e+36,2.439728261246794e+36,0.0,0.0625,-6.798844572303501e-18,-9.678058326988292e-16
-27.16626753835878,1.5916219292144864e-12,3.356610044169264,5.788145016263284e+21,-0.37500000000000033,-1.157629001105489e+22,1.9841305517090906e+36,1.9841305517090906e+36,0.0,0.0625,1.6181030523434356e-16,-8.9252566044644e-16
-27.097365586428392,1.7051541709636418e-12,3.3307718121953678,5.043034375245917e+21,-0.37500000000000033,-1.008606873062202e+22,1.613611691415844e+36,1.613611691415844e+36,0.0,0.0625,1.2726050269523684e-16,-9.145567881959836e-16
-27.028463634498,1.826784799446486e-12,3.3049335802214714,4.3938421789484327e+21,-0.3750000000000003,-8.787684339510797e+21,1.3122839565325423e+36,1.3122839565325423e+36,0.0,0.0625,-1.9745515413857626e-17,-7.871906556392599e-16
-26.959561682567607,1.957091481999427e-12,3.279095348247573,3.828220800676147e+21,-0.37500000000000167,-7.656441584340478e+21,1.0672265153592474e+36,1.0672265153592474e+36,0.0,0.0625,3.245054592786429e-18,-4.563174139109532e-15
-26.890659730637218,2.096693091641254e-12,3.2532571162736774,3.335412129551431e+21,-0.374999999999999,-6.670824243363809e+21,8.679313874227235e+35,8.679313874227235e+35,0.0,0.0625,-1.6456828667487604e-16,2.5504427203840873e-15
-26.821757778706825,2.2462526463223667e-12,3.2274188842997806,2.906042951391652e+21,-0.3750000000000004,-5.812085888222945e+21,7.05852864815629e+35,7.05852864815629e+35,0.0,0.0625,-4.329864191817236e-17,-1.045359167226891e-15
-26.752855826776432,2.406480457834002e-12,3.2015806523258843,2.53194667030356e+21,-0.3750000000000004,-5.063893327138273e+21,5.740410751221881e+35,5.740410751221881e+35,0.0,0.0625,1.8982540755935975e-16,-8.997767867986188e-16
